iter	RMSE
189	0.005215326572
190	0.005210640284
191	0.005203901737
192	0.005198269696
193	0.005192064923
194	0.005185965263
195	0.005176442351
196	0.005167616759
197	0.00516456347
198	0.005159060281
199	0.005153495315
200	0.005149439971
201	0.005144704983
202	0.005140191312
203	0.00513720035
204	0.005133943365
205	0.005130167795
206	0.005123444358
207	0.00511885381
208	0.005116402566
209	0.005113471425
210	0.005109164982
211	0.00510553466
212	0.005103038856
213	0.00510111303
214	0.005096946489
215	0.005094823242
216	0.005089672983
217	0.005086873558
218	0.00508280099
219	0.005079946705
220	0.00507841871
221	0.005072916385
222	0.005069244404
223	0.005067701986
224	0.005063394043
225	0.005060508256
226	0.005057608245
227	0.005055001114
228	0.005053053254
229	0.005050158349
230	0.005048141849
231	0.005047039855
232	0.005044331372
233	0.005042605071
234	0.005039794099
235	0.005036919617
236	0.005036199747
237	0.005031911407
238	0.005028387105
239	0.005026039079
240	0.00502392249
241	0.005016516304
242	0.00501066274
243	0.005004912997
244	0.005002491928
245	0.005001427761
246	0.00500070259
247	0.004998359573
248	0.004997507055
249	0.004995139786
250	0.004990357782
251	0.00498808751
252	0.004986097728
253	0.004985496962
254	0.00497595823
255	0.004974087977
256	0.004971013469
257	0.004969604999
258	0.004967739455
259	0.004965817108
260	0.004965006848
261	0.004962964512
262	0.00496142813
263	0.004960239038
264	0.004960092086
265	0.004951331749
266	0.004949008581
267	0.004940175543
268	0.004938539066
269	0.004938397297
270	0.004937916772
271	0.004936119057
272	0.004935619605
273	0.004933961711
274	0.004930142441
275	0.004929145158
276	0.004928785777
277	0.004927302766
278	0.004925605073
279	0.004925262268
280	0.004923403981
281	0.004921238827
282	0.004919342018
283	0.004915083794
284	0.004912323962
285	0.004911941123
286	0.004907325501
287	0.004900809005
288	0.004899103777
289	0.004896949009
290	0.004896668904
291	0.004892169804
292	0.004891259893
293	0.004889863983
294	0.004887647978
295	0.004887646594
296	0.004886124221
297	0.004880219707
298	0.00487655139
299	0.004872855457
300	0.004871200446
301	0.004870392653
302	0.004866288213
303	0.004865690098
304	0.004863403907
305	0.004863402793
306	0.00486252665
307	0.00486173333
308	0.004860550289
309	0.004860545868
310	0.004855345186
311	0.0048553429
312	0.004855339909
313	0.004853192568
314	0.004851798143
315	0.004850637346
316	0.004847838777
317	0.004843929236
318	0.004843461932
319	0.004842204745
320	0.004841619075
321	0.004840610327
322	0.004839622259
323	0.004838852514
324	0.004837006492
325	0.004836513252
326	0.004835157875
327	0.004832729779
328	0.004831790039
329	0.004828752642
330	0.004827238944
331	0.004824453955
332	0.004821736789
333	0.004821735266
334	0.004819082636
335	0.004817991478
336	0.004816319982
337	0.004811675666
338	0.004810608743
339	0.004806701292
340	0.004805248912
341	0.004802212306
342	0.004801823029
343	0.004800129837
344	0.004800062837
345	0.004798955813
346	0.004797805366
347	0.004796826253
348	0.004795445038
349	0.004794037764
350	0.004793161655
351	0.004788388029
352	0.004783964976
353	0.004782996649
354	0.004782996267
355	0.004782990874
356	0.004781698005
357	0.004779795182
358	0.004779104188
359	0.004777262946
360	0.004776543927
361	0.004776541421
362	0.00477602355
363	0.00477589068
364	0.004775004627
365	0.004774040954
366	0.004771490571
367	0.004770652977
368	0.004768573167
369	0.004767826561
370	0.004767209165
371	0.004765132929
372	0.004762131612
373	0.004761198463
374	0.004759109941
375	0.004757147233
376	0.004754526299
377	0.004754522219
378	0.004754154676
379	0.004751118304
380	0.004749624934
381	0.004748373517
382	0.004745369176
383	0.004744654258
384	0.004742856253
385	0.004740638585
386	0.004735268489
387	0.00473526786
388	0.004734209828
389	0.004731212988
390	0.004725391239
391	0.004724994959
392	0.00472473887
393	0.004724170716
394	0.004723337142
395	0.004721968142
396	0.004718232237
397	0.004717365122
398	0.004716454389
399	0.004713681451
400	0.004712061697
401	0.004710007533
402	0.004709575354
403	0.004708608309
404	0.004707727374
405	0.004705612343
406	0.004705015923
407	0.00470145274
408	0.004700364842
409	0.004699016339
410	0.004696898712
411	0.004696660509
412	0.004696660287
413	0.004693896114
414	0.004693075549
415	0.004692069121
416	0.004691872805
417	0.004691400959
418	0.004688115856
419	0.004687772513
420	0.004685843331
421	0.004685229584
422	0.004685186561
423	0.0046845434
424	0.004683400669
425	0.00468233878
426	0.004681548045
427	0.004680288363
428	0.004675889766
429	0.004674047841
430	0.0046723766
431	0.004672056753
432	0.004670876728
433	0.004670314743
434	0.004669892765
435	0.004665266917
436	0.004663192847
437	0.004659963702
438	0.004655202752
439	0.004655077307
440	0.004654960012
441	0.00465484714
442	0.004653481203
443	0.004652873432
444	0.004651147068
445	0.004651143447
446	0.00465063073
447	0.004647557325
448	0.004646605827
449	0.00464593485
450	0.004645572961
451	0.004645246786
452	0.004644945057
453	0.004640429022
454	0.004638562061
455	0.004634454957
456	0.004632687923
457	0.004632580457
458	0.004632527618
459	0.004629062343
460	0.004629057612
461	0.004625745509
462	0.004625402137
463	0.004625111647
464	0.004622276357
465	0.004622103729
466	0.004618921058
467	0.0046183483
468	0.004616750916
469	0.004612955127
470	0.004611337235
471	0.004609957508
472	0.00460780541
473	0.004607122603
474	0.004606317402
475	0.00460578372
476	0.00460546603
477	0.004605293165
478	0.004603963221
479	0.004602400295
480	0.004601081252
481	0.004599602777
482	0.004599091112
483	0.004596280532
484	0.00459492861
485	0.004593626519
486	0.004592064998
487	0.004588035549
488	0.004584368141
489	0.004582641014
490	0.004580984619
491	0.004579813082
492	0.004576686571
493	0.004576123976
494	0.004575854677
495	0.004575344576
496	0.00457323361
497	0.004572066116
498	0.004571086502
499	0.004567224851
